Tow Date,Make,Color,Count
2025-01,CHRY,WHI,8
2025-01,COLE,RED,1
2025-01,DODD,WHI,1
2025-01,DODG,BLK,25
2025-01,DODG,BLU,6
2025-01,DODG,DBL,1
2025-01,DODG,GLD,1
2025-01,DODG,GRN,1
2025-01,DODG,GRY,12
2025-01,DODG,LBL,2
2025-01,DODG,MAR,2
2025-01,DODG,RED,7
2025-01,DODG,SIL,3
2025-01,DODG,WHI,13
2025-01,FIAT,WHI,1
2025-01,FORD,BGE,1
2025-01,FORD,BLK,30
2025-01,FORD,BLU,14
2025-01,FORD,DBL,1
2025-01,FORD,GRN,6
2025-01,FORD,GRY,32
2025-01,FORD,LGR,1
2025-01,FORD,MAR,2
2025-01,FORD,RED,20
2025-01,FORD,SIL,11
2025-01,FORD,TAN,2
2025-01,FORD,WHI,34
2025-01,FRTV,WHI,1
2025-01,GENE,BLK,1
2025-01,GMC,BGE,1
2025-01,GMC,BLK,8
2025-01,GMC,DBL,1
2025-01,GMC,GLD,1
2025-01,GMC,GRN,1
2025-01,GMC,GRY,3
2025-01,GMC,LGR,1
2025-01,GMC,MAR,2
2025-01,GMC,SIL,2
2025-01,GMC,TAN,5
2025-01,GMC,WHI,5
2025-01,HOND,BGE,2
2025-01,HOND,BLK,34
2025-01,HOND,BLU,14
2025-01,HOND,CRM,1
2025-01,HOND,DGR,1
2025-01,HOND,GLD,5
2025-01,HOND,GRN,1
2025-01,HOND,GRY,40
2025-01,HOND,LGR,1
2025-01,HOND,MAR,2
2025-01,HOND,PLE,1
2025-01,HOND,RED,9
2025-01,HOND,SIL,14
2025-01,HOND,TAN,3
2025-01,HOND,TRQ,1
2025-01,HOND,WHI,13
2025-01,HYUN,BGE,2
2025-01,HYUN,BLK,17
2025-01,HYUN,BLU,10
2025-01,HYUN,DBL,1
2025-01,HYUN,GRN,1
2025-01,HYUN,GRY,19
2025-01,HYUN,LBL,1
2025-01,HYUN,MAR,2
2025-01,HYUN,PLE,1
2025-01,HYUN,RED,4
2025-01,HYUN,SIL,15
2025-01,HYUN,TAN,1
2025-01,HYUN,WHI,12
2025-01,INFI,BLK,9
2025-01,INFI,GRY,3
2025-01,INFI,RED,1
2025-01,INFI,SIL,2
2025-01,INFI,WHI,2
2025-01,INTE,WHI,1
2025-01,ISU,WHI,2
2025-01,JAGU,BLK,1
2025-01,JAGU,DBL,1
2025-01,JEEP,BGE,2
2025-01,JEEP,BLK,22
2025-01,JEEP,BLU,9
2025-01,JEEP,BRO,1
2025-01,JEEP,DBL,1
2025-01,JEEP,GRN,1
2025-01,JEEP,GRY,13
2025-01,JEEP,ONG,1
2025-01,JEEP,RED,3
2025-01,JEEP,SIL,5
2025-01,JEEP,WHI,18
2025-01,KAWK,BLK,2
2025-01,KIA,BLK,4
2025-01,KIA,BLU,2
2025-01,KIA,GRN,1
2025-01,KIA,GRY,8
2025-01,KIA,MAR,2
2025-01,KIA,RED,4
2025-01,KIA,SIL,5
2025-01,KIA,TAN,2
2025-01,KIA,WHI,11
2025-01,LAND,BLK,5
2025-01,LAND,BLU,1
2025-01,LAND,SIL,2
2025-01,LAND,WHI,1
2025-01,LEXS,BLK,5
2025-01,LEXS,BLU,1
2025-01,LEXS,CRM,1
2025-01,LEXS,GRN,1
2025-01,LEXS,GRY,5
2025-01,LEXS,PLE,1
2025-01,LEXS,SIL,5
2025-01,LEXS,WHI,3
2025-01,LINC,BLK,2
2025-01,LINC,GRY,1
2025-01,LINC,RED,1
2025-01,LINC,SIL,2
2025-01,LINC,TAN,1
2025-01,MACK,BLU,1
2025-01,MASE,BLK,1
2025-01,MAZD,BGE,1
2025-01,MAZD,BLK,7
2025-01,MAZD,BLU,4
2025-01,MAZD,DBL,1
2025-01,MAZD,GRY,7
2025-01,MAZD,RED,2
2025-01,MAZD,SIL,6
2025-01,MAZD,WHI,1
2025-01,MERC,BLK,3
2025-01,MERC,BRO,2
2025-01,MERC,SIL,1
2025-01,MERC,WHI,4
2025-01,MERZ,BLK,3
2025-01,MERZ,BLU,1
2025-01,MERZ,GLD,1
2025-01,MERZ,GRY,4
2025-01,MERZ,RED,1
2025-01,MERZ,TAN,1
2025-01,MERZ,WHI,4
2025-01,MINI,BLU,1
2025-01,MINI,GRN,1
2025-01,MINI,GRY,2
2025-01,MITS,BGE,1
2025-01,MITS,BLK,6
2025-01,MITS,GRY,2
2025-01,MITS,RED,1
2025-01,MITS,SIL,2
2025-01,MITS,TAN,1
2025-01,NISS,BLK,33
2025-01,NISS,BLU,4
2025-01,NISS,BRZ,1
2025-01,NISS,DBL,3
2025-01,NISS,GLD,2
2025-01,NISS,GRY,21
2025-01,NISS,MAR,4
2025-01,NISS,ONG,1
2025-01,NISS,RED,7
2025-01,NISS,SIL,18
2025-01,NISS,TAN,2
2025-01,NISS,WHI,14
2025-01,OLDS,SIL,1
2025-01,OLDS,WHI,1
2025-01,OTTE,BLK,2
2025-01,OTTE,BLU,1
2025-01,OTTE,GRN,1
2025-01,OTTE,RED,2
2025-01,OTTE,TAN,1
2025-01,OTTE,WHI,2
2025-01,PONT,BLK,4
2025-01,PONT,BLU,2
2025-01,PONT,GRY,1
2025-01,PONT,MAR,2
2025-01,PONT,RED,3
2025-01,PONT,SIL,3
2025-01,PONT,WHI,4
2025-01,PORS,GRY,1
2025-01,RAMA,WHI,1
2025-01,RANG,BLU,1
2025-01,SAA,SIL,1
2025-01,SATR,BLK,1
2025-01,SATR,BLU,1
2025-01,SATR,GRY,1
2025-01,SATR,MAR,1
2025-01,SATR,RED,1
2025-01,SATR,SIL,2
2025-01,SATU,MAR,1
2025-01,SCIO,BLK,2
2025-01,SCIO,BLU,1
2025-01,SCIO,MAR,2
2025-01,SCIO,SIL,1
2025-01,SCIO,WHI,1
2025-01,SMAR,BLU,1
2025-01,SUBA,BLK,4
2025-01,SUBA,BLU,4
2025-01,SUBA,GRY,8
2025-01,SUBA,LBL,1
2025-01,SUBA,RED,1
2025-01,SUBA,SIL,4
2025-01,SUBA,WHI,2
2025-01,SUZI,BGE,1
2025-01,SYCA,BLK,1
2025-01,TESI,BLK,1
2025-01,TESI,GRY,1
2025-01,TESL,BLK,1
2025-01,TESL,GRY,1
2025-01,TESL,RED,2
2025-01,TOYO,GRY,1
2025-01,TOYO,SIL,2
2025-01,TOYO,TAN,1
2025-01,TOYT,BGE,2
2025-01,TOYT,BLK,26
2025-01,TOYT,BLU,9
2025-01,TOYT,BRZ,1
2025-01,TOYT,DBL,2
2025-01,TOYT,GLD,2
2025-01,TOYT,GRN,5
2025-01,TOYT,GRY,16
2025-01,TOYT,LBL,2
2025-01,TOYT,LGR,1
2025-01,TOYT,MAR,3
2025-01,TOYT,RED,12
2025-01,TOYT,SIL,15
2025-01,TOYT,TAN,2
2025-01,TOYT,WHI,17
2025-01,TOYT,YEL,1
2025-01,TRLR,WHI,1
2025-01,VOLK,BLK,16
2025-01,VOLK,BLU,1
2025-01,VOLK,GRN,1
2025-01,VOLK,GRY,8
2025-01,VOLK,RED,2
2025-01,VOLK,SIL,3
2025-01,VOLK,WHI,7
2025-01,VOLV,BLK,2
2025-01,VOLV,BLU,2
2025-01,VOLV,GRY,1
2025-01,VOLV,RED,1
2025-01,VOLV,TAN,1
2025-01,VOLV,WHI,1
2025-01,YAMA,RED,1
2025-02,ACUR,BLK,12
2025-02,ACUR,BLU,2
2025-02,ACUR,GLD,2
2025-02,ACUR,GRY,9
2025-02,ACUR,LAV,1
2025-02,ACUR,MAR,1
2025-02,ACUR,RED,1
2025-02,ACUR,SIL,2
2025-02,ACUR,TAN,2
2025-02,ACUR,WHI,1
2025-02,ALFA,BLK,2
2025-02,ALFA,WHI,2
2025-02,AUDI,BLK,7
2025-02,AUDI,BLU,2
2025-02,AUDI,GRY,3
2025-02,AUDI,RED,1
2025-02,AUDI,SIL,2
2025-02,AUDI,WHI,4
2025-02,BMW,BLK,7
2025-02,BMW,BLU,2
2025-02,BMW,BRZ,1
2025-02,BMW,GRY,5
2025-02,BMW,RED,1
2025-02,BMW,SIL,2
2025-02,BMW,WHI,5
2025-02,BUIC,BLK,8
2025-02,BUIC,BLU,1
2025-02,BUIC,BRO,1
2025-02,BUIC,GLD,3
2025-02,BUIC,GRN,1
2025-02,BUIC,GRY,7
2025-02,BUIC,MAR,1
2025-02,BUIC,RED,3
2025-02,BUIC,SIL,3
2025-02,BUIC,TAN,3
2025-02,BUIC,WHI,5
2025-02,CADI,BLK,7
2025-02,CADI,BLU,1
2025-02,CADI,DBL,1
2025-02,CADI,GRY,4
2025-02,CADI,RED,2
2025-02,CADI,SIL,2
2025-02,CADI,TAN,3
2025-02,CADI,WHI,7
2025-02,CHEV,BGE,1
2025-02,CHEV,BLK,55
2025-02,CHEV,BLU,25
2025-02,CHEV,BRO,3
2025-02,CHEV,BRZ,2
2025-02,CHEV,CRM,1
2025-02,CHEV,DBL,3
2025-02,CHEV,GLD,4
2025-02,CHEV,GRN,3
2025-02,CHEV,GRY,34
2025-02,CHEV,MAR,8
2025-02,CHEV,RED,18
2025-02,CHEV,SIL,28
2025-02,CHEV,TAN,8
2025-02,CHEV,TRQ,1
2025-02,CHEV,WHI,45
2025-02,CHRY,BGE,1
2025-02,CHRY,BLK,9
2025-02,CHRY,BLU,4
2025-02,CHRY,DBL,1
2025-02,CHRY,GLD,1
2025-02,CHRY,GRY,4
2025-02,CHRY,RED,1
2025-02,CHRY,SIL,10
2025-02,CHRY,WHI,5
2025-02,DODG,BLK,18
2025-02,DODG,BLU,5
2025-02,DODG,DBL,4
2025-02,DODG,GLD,1
2025-02,DODG,GRY,15
2025-02,DODG,MAR,2
2025-02,DODG,ONG,3
2025-02,DODG,RED,6
2025-02,DODG,SIL,9
2025-02,DODG,WHI,13
2025-02,FIAT,BLU,1
2025-02,FORD,BGE,2
2025-02,FORD,BLK,37
2025-02,FORD,BLU,18
2025-02,FORD,BRO,2
2025-02,FORD,BRZ,1
2025-02,FORD,DBL,4
2025-02,FORD,GLD,1
2025-02,FORD,GRN,3
2025-02,FORD,GRY,29
2025-02,FORD,MAR,1
2025-02,FORD,PLE,1
2025-02,FORD,RED,14
2025-02,FORD,SIL,22
2025-02,FORD,TAN,2
2025-02,FORD,WHI,42
2025-02,FORD,YEL,2
2025-02,FRHT,WHI,1
2025-02,GENE,BRZ,1
2025-02,GMC,BLK,10
2025-02,GMC,BLU,2
2025-02,GMC,CRM,1
2025-02,GMC,GRY,3
2025-02,GMC,MAR,1
2025-02,GMC,ONG,1
2025-02,GMC,RED,5
2025-02,GMC,SIL,4
2025-02,GMC,TAN,3
2025-02,GMC,WHI,8
2025-02,GMC,YEL,1
2025-02,HARL,BLK,1
2025-02,HOMD,BLK,1
2025-02,HOMD,RED,1
2025-02,HOND,BGE,2
2025-02,HOND,BLK,30
2025-02,HOND,BLU,19
2025-02,HOND,BRO,1
2025-02,HOND,BRZ,1
2025-02,HOND,GRN,1
2025-02,HOND,GRY,18
2025-02,HOND,MAR,2
2025-02,HOND,ONG,1
2025-02,HOND,PLE,1
2025-02,HOND,RED,11
2025-02,HOND,SIL,17
2025-02,HOND,TAN,3
2025-02,HOND,WHI,16
2025-02,HYUN,BLK,13
2025-02,HYUN,BLU,9
2025-02,HYUN,BRO,1
2025-02,HYUN,DBL,3
2025-02,HYUN,GRY,17
2025-02,HYUN,LBL,2
2025-02,HYUN,MAR,2
2025-02,HYUN,RED,8
2025-02,HYUN,SIL,17
2025-02,HYUN,WHI,15
2025-02,INFI,BGE,1
2025-02,INFI,BLK,11
2025-02,INFI,BLU,2
2025-02,INFI,BRZ,1
2025-02,INFI,GRY,8
2025-02,INFI,PLE,1
2025-02,INFI,RED,1
2025-02,INFI,SIL,4
2025-02,INFI,WHI,2
2025-02,INTE,RED,1
2025-02,ISU,GRN,1
2025-02,JAGU,BLK,2
2025-02,JAGU,WHI,1
2025-02,JEEP,BLK,30
2025-02,JEEP,BLU,3
2025-02,JEEP,BRO,1
2025-02,JEEP,DBL,2
2025-02,JEEP,GRN,2
2025-02,JEEP,GRY,18
2025-02,JEEP,MAR,4
2025-02,JEEP,ONG,1
2025-02,JEEP,RED,3
2025-02,JEEP,SIL,5
2025-02,JEEP,WHI,17
2025-02,KAWK,BLK,1
2025-02,KIA,BGE,4
2025-02,KIA,BLK,10
2025-02,KIA,BLU,3
2025-02,KIA,BRO,1
2025-02,KIA,GRY,13
2025-02,KIA,ONG,1
2025-02,KIA,RED,4
2025-02,KIA,SIL,5
2025-02,KIA,WHI,14
2025-02,LAND,BLK,1
2025-02,LAND,PLE,1
2025-02,LAND,SIL,1
2025-02,LAND,WHI,1
2025-02,LEXS,BGE,1
2025-02,LEXS,BLK,12
2025-02,LEXS,BLU,1
2025-02,LEXS,GLD,1
2025-02,LEXS,GRY,4
2025-02,LEXS,RED,1
2025-02,LEXS,SIL,1
2025-02,LEXS,TAN,1
2025-02,LEXS,WHI,4
2025-02,LINC,BGE,1
2025-02,LINC,BLK,8
2025-02,LINC,BLU,2
2025-02,LINC,CRM,1
2025-02,LINC,GLD,1
2025-02,LINC,GRY,4
2025-02,LINC,SIL,1
2025-02,LINC,TAN,1
2025-02,LINC,WHI,2
2025-02,MASE,BLU,1
2025-02,MASE,WHI,1
2025-02,MAZD,BLK,6
2025-02,MAZD,BLU,5
2025-02,MAZD,GRY,8
2025-02,MAZD,MAR,1
2025-02,MAZD,RED,2
2025-02,MAZD,SIL,6
2025-02,MAZD,TAN,1
2025-02,MAZD,WHI,5
2025-02,MERC,BLK,4
2025-02,MERC,GLD,1
2025-02,MERC,GRY,2
2025-02,MERC,SIL,2
2025-02,MERC,TAN,1
2025-02,MERC,WHI,4
2025-02,MERZ,BLK,8
2025-02,MERZ,BLU,1
2025-02,MERZ,GRY,3
2025-02,MERZ,SIL,2
2025-02,MERZ,WHI,7
2025-02,MINI,GRY,1
2025-02,MINI,WHI,3
2025-02,MINI,YEL,1
2025-02,MIT,RED,1
2025-02,MITS,BLK,3
2025-02,MITS,BLU,1
2025-02,MITS,DBL,1
2025-02,MITS,GRY,2
2025-02,MITS,SIL,2
2025-02,MITS,WHI,2
2025-02,NISS,BGE,2
2025-02,NISS,BLK,43
2025-02,NISS,BLU,8
2025-02,NISS,BRO,2
2025-02,NISS,DBL,3
2025-02,NISS,GRY,39
2025-02,NISS,MAR,2
2025-02,NISS,PLE,2
2025-02,NISS,RED,13
2025-02,NISS,SIL,19
2025-02,NISS,WHI,18
2025-02,OTAS,RED,1
2025-02,OTTE,BLK,1
2025-02,OTTE,WHI,2
2025-02,PONT,BLK,4
2025-02,PONT,GRN,1
2025-02,PONT,GRY,3
2025-02,PONT,RED,1
2025-02,PONT,SIL,2
2025-02,PONT,WHI,3
2025-02,PORS,BLK,1
2025-02,PORS,GRY,1
2025-02,SATR,BLU,1
2025-02,SATR,GRN,1
2025-02,SATR,SIL,2
2025-02,SATU,RED,1
2025-02,SATU,WHI,1
2025-02,SCIO,GRY,1
2025-02,SCIO,SIL,1
2025-02,STOU,WHI,1
2025-02,SUBA,BLK,4
2025-02,SUBA,BLU,1
2025-02,SUBA,BRO,1
2025-02,SUBA,GLD,1
2025-02,SUBA,GRY,3
2025-02,SUBA,ONG,1
2025-02,SUBA,RED,2
2025-02,SUBA,SIL,4
2025-02,SUBA,WHI,5
2025-02,SUZI,BLK,2
2025-02,TESL,RED,1
2025-02,TESL,WHI,2
2025-02,TOYO,RED,1
2025-02,TOYO,SIL,1
2025-02,TOYO,WHI,3
2025-02,TOYT,BGE,1
2025-02,TOYT,BLK,24
2025-02,TOYT,BLU,12
2025-02,TOYT,GLD,8
2025-02,TOYT,GRN,3
2025-02,TOYT,GRY,26
2025-02,TOYT,LGR,1
2025-02,TOYT,PLE,1
2025-02,TOYT,RED,10
2025-02,TOYT,SIL,19
2025-02,TOYT,TAN,4
2025-02,TOYT,WHI,23
2025-02,VOLK,BLK,16
2025-02,VOLK,BLU,4
2025-02,VOLK,DBL,2
2025-02,VOLK,GRY,10
2025-02,VOLK,RED,2
2025-02,VOLK,WHI,10
2025-02,VOLV,BLK,1
2025-02,VOLV,BLU,1
2025-02,VOLV,GRY,2
2025-02,VOLV,SIL,2
2025-02,VOLV,WHI,1
2025-02,YAMA,MAR,1
2025-03,ACUR,BLK,1
2025-03,ACUR,WHI,2
2025-03,ALFA,WHI,1
2025-03,AUDI,BLK,1
2025-03,AUDI,GRY,1
2025-03,AUDI,WHI,1
2025-03,BMW,BLK,1
2025-03,BMW,BLU,1
2025-03,BMW,CRM,1
2025-03,BMW,GRY,1
2025-03,BMW,WHI,1
2025-03,BUIC,CRM,1
2025-03,BUIC,GRY,2
2025-03,BUIC,SIL,1
2025-03,BUIC,WHI,2
2025-03,CADI,BLK,4
2025-03,CADI,TAN,1
2025-03,CHEV,BLK,15
2025-03,CHEV,BLU,3
2025-03,CHEV,BRO,1
2025-03,CHEV,GRN,1
2025-03,CHEV,GRY,5
2025-03,CHEV,LBL,1
2025-03,CHEV,MAR,2
2025-03,CHEV,RED,6
2025-03,CHEV,SIL,8
2025-03,CHEV,TAN,1
2025-03,CHEV,WHI,11
2025-03,CHRY,BLK,3
2025-03,CHRY,BLU,2
2025-03,CHRY,DBL,1
2025-03,CHRY,GRN,1
2025-03,CHRY,GRY,3
2025-03,CHRY,MAR,2
2025-03,CHRY,RED,1
